"Amps","Latency","ID","Day","Sex","Weight","BL","Treatment","Surgery","DP1","EODonset"
0.839618078849244,9.6095,"CT_In_BB1308",1,"Male",2.6,6.4,"Vehicle","Intact",2.92004,2.577
0.840491754684306,9.8095,"CT_In_BB1308",1,"Male",2.6,6.4,"Vehicle","Intact",2.92004,2.577
0.88044682278422,10.0095,"CT_In_BB1308",1,"Male",2.6,6.4,"Vehicle","Intact",2.92004,2.577
0.916095917125612,10.2095,"CT_In_BB1308",1,"Male",2.6,6.4,"Vehicle","Intact",2.92004,2.577
0.778605721144229,0.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.902180436087217,0.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.824014802960592,0.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.810812162432487,0.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
1,0.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.753600720144029,1.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.977245449089818,1.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.814412882576515,1.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.951990398079616,1.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.93003600720144,1.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.429485897179436,2.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.261852370474095,2.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.0318063612722545,2.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.0606621324264853,2.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.024754950990198,2.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.0151030206041208,3.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0,3.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.0517603520704141,3.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.0340068013602721,3.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.0245549109821964,3.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.0902680536107221,4.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.0372074414882977,4.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.137127425485097,4.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.206791358271654,4.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.240748149629926,4.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.291358271654331,5.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.335267053410682,5.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.528505701140228,5.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.343368673734747,5.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.383626725345069,5.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.45379075815163,6.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.528905781156231,6.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.167183436687337,6.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.185937187437487,6.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.394728945789158,6.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.256651330266053,7.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.698889777955591,7.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.38877775555111,7.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.332016403280656,7.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.226745349069814,7.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.412582516503301,8.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.462942588517704,8.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.464192838567714,8.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.480396079215843,8.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.624674934986997,8.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.501800360072014,9.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.673584716943389,9.3982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.771054210842168,9.5982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.853020604120824,9.7982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.727695539107822,9.9982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.740298059611922,10.1982,"CT_In_BB1309",3,"Female",4.7,7.9,"Vehicle","Intact",2.82448,2.548
0.974388917972053,0.4366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.964321668747231,0.6366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.969355293359649,0.8366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
1,1.0366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.975154028913146,1.2366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.984899126162774,1.4366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.981597068417032,1.6366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.964039785768943,1.8366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.985442757620911,2.0366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.978456086658888,2.2366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.967925743969721,2.4366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.98886562235735,2.6366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.976120484838729,2.8366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.961663914951878,3.0366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.96778480248057,3.2366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.925019127773527,3.4366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.978013127692989,3.6366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.980952764466644,3.8366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.978576893649579,4.0366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.968066685458872,4.2366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.976825192284464,4.4366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.939958925623169,4.6366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.819474086900501,4.8366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.105243023396288,5.0366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.0176982241372368,5.2366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.0138324004349052,5.4366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0,5.6366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.0175572826480893,5.8366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.0955381951435593,6.0366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.124068779446704,6.2366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.263157894736843,6.4366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.417267345870416,6.6366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.42888495147586,6.8366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.447146941569687,7.0366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.628236620625782,7.2366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
0.744110659203482,7.4366,"CT_Si_BB1286",1,"Male",4.7,7.8,"Vehicle","Silent",NA,NA
